name,type,race,atk,def,level,attribute,archetype
Detonate,Spell Card,Quick-Play,-1,-1,0,NONE,Kuriboh
Detonating Kuriboh,Effect Monster,Fiend,300,200,1,DARK,Kuriboh
"Detonator Circle ""A""",Trap Card,Normal,-1,-1,0,NONE,Alien
Deus Token,Token,Fairy,-1,-1,0,NONE,Darklord
Deus X-Krawler,Flip Effect Monster,Insect,2000,3000,9,EARTH,Krawler
Devotee of Nephthys,Ritual Effect Monster,Spellcaster,1200,1200,2,WIND,Nephthys
Dewdark of the Ice Barrier,Tuner Monster,Aqua,1200,800,2,WATER,Ice Barrier
"Dewloren, Tiger King of the Ice Barrier",Synchro Monster,Beast,2000,1400,6,WATER,Ice Barrier
Dhampir Vampire Sheridan,XYZ Monster,Zombie,2600,1000,6,DARK,Vampire
Dharc the Dark Charmer,Flip Effect Monster,Spellcaster,500,1500,3,DARK,Charmer
"Dharc the Dark Charmer, Gloomy",Link Monster,Spellcaster,1850,-1,0,DARK,Charmer
Dharma-Eye Magician,Pendulum Effect Monster,Spellcaster,2000,2500,7,LIGHT,Magician
"Diabell, Queen of the White Forest",Synchro Monster,Illusion,2500,2000,8,LIGHT,White Forest
Diabellstar the Black Witch,Effect Monster,Spellcaster,2500,2000,7,DARK,Diabellstar
Diabellstar Vengeance,Effect Monster,Fiend,2500,2100,8,DARK,Diabell
Diabellze the White Witch,Effect Monster,Illusion,2500,2100,8,LIGHT,Diabell
Diamond Core of Koa'ki Meiru,Spell Card,Normal,-1,-1,0,NONE,Koa'ki Meiru
Diamond Duston,Trap Card,Normal,-1,-1,0,NONE,Duston
Dice It,Trap Card,Normal,-1,-1,0,NONE,Dice
Dice Jar,Flip Effect Monster,Rock,200,300,3,LIGHT,Dice
Dice Re-Roll,Trap Card,Normal,-1,-1,0,NONE,Dice
Dice Roll Battle,Trap Card,Normal,-1,-1,0,NONE,Dice
Dice Try!,Trap Card,Counter,-1,-1,0,NONE,Dice
Dictator of D.,Effect Monster,Spellcaster,1200,1100,4,DARK,Blue-Eyes
Digital Bug Centibit,Effect Monster,Insect,1500,500,3,LIGHT,Digital Bug
Digital Bug Cocoondenser,Effect Monster,Insect,0,2000,3,LIGHT,Digital Bug
Digital Bug Corebage,XYZ Monster,Insect,2200,1800,5,LIGHT,Digital Bug
Digital Bug LEDybug,Effect Monster,Insect,500,0,3,LIGHT,Digital Bug
Digital Bug Registrider,Effect Monster,Insect,1000,1000,3,LIGHT,Digital Bug
Digital Bug Rhinosebus,XYZ Monster,Insect,2600,2200,7,LIGHT,Digital Bug
Digital Bug Scaradiator,XYZ Monster,Insect,1800,1400,3,LIGHT,Digital Bug
Digital Bug Websolder,Effect Monster,Insect,500,1500,3,LIGHT,Digital Bug
Dimension Conjurer,Effect Monster,Spellcaster,500,500,1,DARK,Dark Magician
Dimension Fusion Destruction,Spell Card,Normal,-1,-1,0,NONE,Chaos Phantom
Dimension Sphinx,Trap Card,Continuous,-1,-1,0,NONE,Sphinx
Dimension Wanderer,Effect Monster,Spellcaster,0,0,1,LIGHT,Galaxy-Eyes
Dimensionhole,Spell Card,Normal,-1,-1,0,NONE,Hole
Dimer Synthesis,Spell Card,Normal,-1,-1,0,NONE,Chemicritter
Dimonno Vaalmonica,Pendulum Effect Monster,Fiend,1200,2100,4,LIGHT,Vaalmonica
"Dingirsu, the Orcust of the Evening Star",XYZ Monster,Machine,2600,2100,8,DARK,Orcust
Dinomic Powerload,Spell Card,Field,-1,-1,0,NONE,Dinomist
"Dinomight Knight, the True Dracofighter",Effect Monster,Wyrm,2500,1200,6,WATER,True Draco
"Dinomight Powerload, the Dracoslayer",Pendulum Effect Monster,Machine,1700,1800,4,WATER,Dracoslayer
Dinomist Ankylos,Pendulum Effect Monster,Machine,1500,2000,4,WATER,Dinomist
Dinomist Brachion,Pendulum Effect Monster,Machine,2000,800,5,WATER,Dinomist
Dinomist Ceratops,Pendulum Effect Monster,Machine,2100,400,5,WATER,Dinomist
Dinomist Charge,Spell Card,Continuous,-1,-1,0,NONE,Dinomist
Dinomist Eruption,Trap Card,Normal,-1,-1,0,NONE,Dinomist
Dinomist Plesios,Pendulum Effect Monster,Machine,1700,1400,4,WATER,Dinomist
Dinomist Pteran,Pendulum Effect Monster,Machine,1800,1200,4,WATER,Dinomist
Dinomist Rex,Pendulum Effect Monster,Machine,2400,2200,5,WATER,Dinomist
Dinomist Rush,Trap Card,Normal,-1,-1,0,NONE,Dinomist
Dinomist Spinos,Pendulum Effect Monster,Machine,2500,1800,5,WATER,Dinomist
Dinomist Stegosaur,Pendulum Effect Monster,Machine,1600,1800,4,WATER,Dinomist
Dinomists Howling,Trap Card,Continuous,-1,-1,0,NONE,Dinomist
Dinomorphia Alert,Trap Card,Normal,-1,-1,0,NONE,Dinomorphia
Dinomorphia Brute,Trap Card,Normal,-1,-1,0,NONE,Dinomorphia
Dinomorphia Diplos,Effect Monster,Dinosaur,1000,0,4,DARK,Dinomorphia
Dinomorphia Domain,Trap Card,Normal,-1,-1,0,NONE,Dinomorphia
Dinomorphia Frenzy,Trap Card,Normal,-1,-1,0,NONE,Dinomorphia
Dinomorphia Intact,Trap Card,Counter,-1,-1,0,NONE,Dinomorphia
Dinomorphia Kentregina,Fusion Monster,Dinosaur,4000,0,6,DARK,Dinomorphia
Dinomorphia Reversion,Trap Card,Counter,-1,-1,0,NONE,Dinomorphia
Dinomorphia Rexterm,Fusion Monster,Dinosaur,3000,0,8,DARK,Dinomorphia
Dinomorphia Shell,Trap Card,Counter,-1,-1,0,NONE,Dinomorphia
Dinomorphia Sonic,Trap Card,Counter,-1,-1,0,NONE,Dinomorphia
Dinomorphia Stealthbergia,Fusion Monster,Dinosaur,0,2500,6,DARK,Dinomorphia
Dinomorphia Therizia,Effect Monster,Dinosaur,1500,0,4,DARK,Dinomorphia
"Dinoster Power, the Mighty Dracoslayer",Fusion Monster,Dragon,2000,2950,8,WATER,Dracoslayer
Dinowrestler Capaptera,Effect Monster,Dinosaur,1600,0,3,WIND,Dinowrestler
Dinowrestler Capoeiraptor,Effect Monster,Dinosaur,1800,0,4,EARTH,Dinowrestler
Dinowrestler Chimera T Wrextle,Fusion Monster,Dinosaur,3500,0,8,EARTH,Dinowrestler
Dinowrestler Coelasilat,Tuner Monster,Dinosaur,100,800,2,EARTH,Dinowrestler
Dinowrestler Eskrimamenchi,Effect Monster,Dinosaur,2200,0,6,EARTH,Dinowrestler
Dinowrestler Giga Spinosavate,Synchro Monster,Dinosaur,3000,0,8,EARTH,Dinowrestler
Dinowrestler Iguanodraka,Effect Monster,Dinosaur,2000,0,6,EARTH,Dinowrestler
Dinowrestler King T Wrextle,Link Monster,Dinosaur,3000,-1,0,EARTH,Dinowrestler
Dinowrestler Martial Ampelo,Effect Monster,Dinosaur,600,0,1,EARTH,Dinowrestler
Dinowrestler Martial Anga,Effect Monster,Dinosaur,1600,0,5,EARTH,Dinowrestler
Dinowrestler Martial Ankylo,Effect Monster,Dinosaur,1000,0,2,EARTH,Dinowrestler
Dinowrestler Pankratops,Effect Monster,Dinosaur,2600,0,7,EARTH,Dinowrestler
Dinowrestler Rambrachio,Effect Monster,Dinosaur,1600,0,5,EARTH,Dinowrestler
Dinowrestler Systegosaur,Effect Monster,Dinosaur,1900,0,4,EARTH,Dinowrestler
Dinowrestler Terra Parkourio,Link Monster,Dinosaur,1000,-1,0,EARTH,Dinowrestler
Dinowrestler Valeonyx,Effect Monster,Dinosaur,1600,0,3,EARTH,Dinowrestler
Disarm,Trap Card,Counter,-1,-1,0,NONE,Gladiator Beast
"Disaster, Dragon Ruler of All Apocalypses",XYZ Monster,Dragon,0,0,7,LIGHT,Dragon Ruler
Disciple of Nephthys,Effect Monster,Spellcaster,0,2000,2,WIND,Nephthys
Disciples of the True Dracophoenix,Spell Card,Continuous,-1,-1,0,NONE,True Draco
Discordance of the Tistina,Trap Card,Normal,-1,-1,0,NONE,Tistina
Distrust Paranoia,Trap Card,Normal,-1,-1,0,NONE,Trap Monster
Divine Domain Baatistina,Spell Card,Field,-1,-1,0,NONE,Tistina
Divine Dragon Titanomakhia,Effect Monster,Dragon,3000,2000,10,LIGHT,Divine Dragon
Divine Evolution,Spell Card,Normal,-1,-1,0,NONE,Wicked God
Divine Relic Mjollnir,Trap Card,Normal,-1,-1,0,NONE,Aesir
Divine Scorpion Beast of Serket,Fusion Monster,Fairy,3000,2000,6,EARTH,Serket
Divine Serpent Apophis,Fusion Monster,Reptile,2800,2600,6,EARTH,Apophis
Divine Temple of the Snake-Eye,Spell Card,Field,-1,-1,0,NONE,Snake-Eye
Divine Wind of Mist Valley,Spell Card,Field,-1,-1,0,NONE,Mist Valley
Diviner of the Herald,Tuner Monster,Fairy,500,300,2,LIGHT,Herald
Dizzying Winds of Yosen Village,Trap Card,Continuous,-1,-1,0,NONE,Yosenju
Djinn Cursenchanter of Rituals,Effect Monster,Fiend,1700,1000,4,DARK,Djinn
Djinn Demolisher of Rituals,Effect Monster,Fiend,1500,600,3,DARK,Djinn
Djinn Disserere of Rituals,Effect Monster,Fiend,200,200,1,DARK,Djinn
Djinn Presider of Rituals,Effect Monster,Fiend,1800,1400,4,DARK,Djinn
Djinn Prognosticator of Rituals,Effect Monster,Fiend,400,300,3,DARK,Djinn
Djinn Releaser of Rituals,Effect Monster,Fiend,1200,2000,3,DARK,Djinn
Djinn the Watcher of the Wind,Normal Monster,Spellcaster,700,900,3,WIND,Djinn
Do a Barrel Roll,Trap Card,Counter,-1,-1,0,NONE,Mecha Phantom Beast
Dododo Bot,Effect Monster,Machine,1800,1900,4,EARTH,Dododo
Dododo Buster,Effect Monster,Warrior,1900,800,6,EARTH,Dododo
Dododo Driver,Effect Monster,Warrior,1800,200,4,EARTH,Dododo
Dododo Swordsman,Effect Monster,Warrior,0,3000,8,EARTH,Dododo
Dododo Warrior,Effect Monster,Warrior,2300,900,6,EARTH,Dododo
Dododo Witch,Effect Monster,Warrior,1200,1600,4,EARTH,Dododo
Dodododo Warrior,Effect Monster,Warrior,2300,900,6,EARTH,Dododo
Dodododraw,Spell Card,Normal,-1,-1,0,NONE,Dododo
Dodododwarf Gogogoglove,Effect Monster,Rock,0,1800,4,EARTH,Dododo
DOG Fighter Token,Token,Machine,-1,-1,0,NONE,Kozmo
"Dogmatika Adin, the Enlightened",Effect Monster,Spellcaster,1000,1800,4,LIGHT,Dogmatika
Dogmatika Alba Zoa,Ritual Effect Monster,Spellcaster,4000,4000,12,LIGHT,Dogmatika
Dogmatika Ashiyan,Effect Monster,Spellcaster,2000,1500,8,LIGHT,Dogmatika
"Dogmatika Ecclesia, the Virtuous",Effect Monster,Spellcaster,1500,1500,4,LIGHT,Dogmatika
Dogmatika Encounter,Trap Card,Normal,-1,-1,0,NONE,Dogmatika
"Dogmatika Fleurdelis, the Knighted",Effect Monster,Spellcaster,2500,2500,8,LIGHT,Dogmatika
"Dogmatika Fleurdelis, the Thunderbolt",Effect Monster,Spellcaster,2500,2500,8,LIGHT,Dogmatika
Dogmatika Genesis,Trap Card,Normal,-1,-1,0,NONE,Dogmatika
Dogmatika Lawbringer,Effect Monster,Spellcaster,2000,2000,8,LIGHT,Dogmatika
Dogmatika Maximus,Effect Monster,Spellcaster,1500,3000,8,LIGHT,Dogmatika
Dogmatika Nation,Spell Card,Field,-1,-1,0,NONE,Dogmatika
Dogmatika Nexus,Effect Monster,Spellcaster,3200,3200,11,LIGHT,Dogmatika
Dogmatika Punishment,Trap Card,Normal,-1,-1,0,NONE,Dogmatika
"Dogmatika Theo, the Iron Punch",Effect Monster,Spellcaster,1800,1500,4,LIGHT,Dogmatika
Dogmatikacism,Spell Card,Equip,-1,-1,0,NONE,Dogmatika
Dogmatikalamity,Spell Card,Ritual,-1,-1,0,NONE,Dogmatika
Dogmatikamacabre,Spell Card,Ritual,-1,-1,0,NONE,Dogmatika
Dogmatikamatrix,Spell Card,Continuous,-1,-1,0,NONE,Dogmatika
Dogmatikaturgy,Trap Card,Normal,-1,-1,0,NONE,Dogmatika
"Dogoran, the Mad Flame Kaiju",Effect Monster,Dinosaur,3000,1200,8,FIRE,Kaiju
Doll Happiness,Spell Card,Continuous,-1,-1,0,NONE,Doll
Doll Monster Bear-Bear,Normal Monster,Beast,0,0,4,WIND,Doll Monster
Doll Monster Miss Mädchen,Normal Monster,Fairy,0,0,4,LIGHT,Doll Monster
Doma The Angel of Silence,Normal Monster,Fairy,1600,1400,5,DARK,Fairy
Domain of the True Monarchs,Spell Card,Field,-1,-1,0,NONE,Monarch
Dominus Impulse,Trap Card,Normal,-1,-1,0,NONE,Dominus
Dominus Purge,Trap Card,Normal,-1,-1,0,NONE,Dominus
Dominus Spark,Trap Card,Normal,-1,-1,0,NONE,Dominus
Dominus Spiral,Trap Card,Normal,-1,-1,0,NONE,Dominus
Don Zaloog,Effect Monster,Warrior,1400,1500,4,DARK,Dark Scorpion
"Donner, Dagger Fur Hire",Link Monster,Beast-Warrior,1600,-1,0,EARTH,Fur Hire
"Donpa, Marksman Fur Hire",Effect Monster,Beast,500,1000,2,WIND,Fur Hire
Donyoribo @Ignister,Effect Monster,Cyberse,300,0,1,DARK,@Ignister
Doodle Beast - Stego,Effect Monster,Dinosaur,1200,1800,5,EARTH,Doodle Beast
Doodle Beast - Tyranno,Effect Monster,Dinosaur,2400,1200,8,EARTH,Doodle Beast
Doodlebook - Uh uh uh!,Trap Card,Normal,-1,-1,0,NONE,Doodlebook
Doom Kraken,Effect Monster,Aqua,1400,1600,4,WATER,Umi
Doom Virus Dragon,Fusion Monster,Dragon,1900,1500,4,DARK,Legendary Knight
Doomkaiser Dragon/Assault Mode,Effect Monster,Zombie,2900,2000,8,FIRE,Assault Mode
Doomstar Magician,Effect Monster,Spellcaster,1800,300,4,DARK,Magician
DoomZ Break - Diactorus,XYZ Monster,Machine,2400,0,4,WIND,DoomZ
DoomZ Change,Spell Card,Normal,-1,-1,0,NONE,Change
"DoomZ Command ""A.D.R.A.S.T.E.I.A.""",Spell Card,Equip,-1,-1,0,NONE,DoomZ
"DoomZ Command ""D.O.O.M.D.U.R.G.""",Spell Card,Equip,-1,-1,0,NONE,DoomZ
DoomZ Destruction,Trap Card,Normal,-1,-1,0,NONE,DoomZ
DoomZ Raiders,Spell Card,Continuous,-1,-1,0,NONE,DoomZ
DoomZ V Five - Amalthe,Effect Monster,Dragon,1600,1200,4,DARK,DoomZ
DoomZ VII Seven - Elara,Effect Monster,Dragon,1400,1200,4,DARK,DoomZ
DoomZ XII End - Drastrius,XYZ Monster,Machine,2700,1500,8,WIND,DoomZ
DoomZ XII Zero - Drastea,Effect Monster,Dragon,2400,1500,8,DARK,DoomZ
DoomZ XIII Over - Graflareio,XYZ Monster,Machine,2400,1500,5,WIND,DoomZ
Doriado,Normal Monster,Spellcaster,1200,1400,4,EARTH,Doriado
Doriado's Blessing,Spell Card,Ritual,-1,-1,0,NONE,Doriado
Doron,Normal Monster,Warrior,900,500,2,EARTH,Fan-Made Cards
Doshin @Ignister,Effect Monster,Cyberse,100,800,1,EARTH,@Ignister
DoSolfachord Coolia,Pendulum Effect Monster,Fairy,2700,2500,8,WIND,Solfachord
DoSolfachord Cutia,Pendulum Effect Monster,Fairy,100,400,1,EARTH,Solfachord
Double Attack! Wind and Thunder!!,Spell Card,Quick-Play,-1,-1,0,NONE,Signature move
Double Cipher,Trap Card,Normal,-1,-1,0,NONE,Cipher
Double Dude Token,Token,Warrior,-1,-1,0,NONE,Destiny HERO
Double Fusion,Spell Card,Normal,-1,-1,0,NONE,Fusion
Double Headed Anger Knuckle,Link Monster,Machine,1500,-1,0,EARTH,Train
Double Hero Attack,Spell Card,Quick-Play,-1,-1,0,NONE,Elemental HERO
Double Iris Magician,Pendulum Effect Monster,Spellcaster,1500,1000,4,DARK,Magician
Double Resonator,Tuner Monster,Fiend,0,0,1,FIRE,Resonator
Double Tag Team,Trap Card,Normal,-1,-1,0,NONE,Gladiator Beast
Double Tool C&D,Spell Card,Equip,-1,-1,0,NONE,Power Tool
Double Trap Hole,Trap Card,Normal,-1,-1,0,NONE,Hole
Double-Edged Sword Technique,Trap Card,Normal,-1,-1,0,NONE,Six Samurai
"Dovelgus, Generaider Boss of Iron",Effect Monster,Machine,1500,2500,9,EARTH,Generaider
Doyon @Ignister,Effect Monster,Cyberse,400,1600,4,DARK,@Ignister
Draco Berserker of the Tenyi,Synchro Monster,Wyrm,3000,0,8,DARK,Tenyi
Draco Face-Off,Spell Card,Quick-Play,-1,-1,0,NONE,Dracoslayer
Draco Masters of the Tenyi,Link Monster,Wyrm,2600,-1,0,LIGHT,Tenyi
"Dracoback, the Rideable Dragon",Spell Card,Equip,-1,-1,0,NONE,Adventurer Token
Dracotail Arthalion,Fusion Monster,Dragon,3000,2500,8,EARTH,Dracotail
Dracotail Faimena,Effect Monster,Spellcaster,1300,2500,5,WATER,Dracotail
Dracotail Flame,Trap Card,Normal,-1,-1,0,NONE,Dracotail
Dracotail Gulamel,Fusion Monster,Spellcaster,2800,2300,7,WATER,Dracotail
Dracotail Horn,Trap Card,Normal,-1,-1,0,NONE,Dracotail
Dracotail Lukias,Effect Monster,Spellcaster,1800,700,4,EARTH,Dracotail
Dracotail Mululu,Effect Monster,Dragon,1100,1500,3,DARK,Dracotail
Dracotail Pan,Effect Monster,Dragon,2700,1700,7,WIND,Dracotail
Dracotail Phryxul,Effect Monster,Spellcaster,800,1500,2,LIGHT,Dracotail
Dracotail Shaulas,Fusion Monster,Dragon,2400,1500,6,LIGHT,Dracotail
Dracotail Sting,Trap Card,Normal,-1,-1,0,NONE,Dracotail
Dracotail Urgula,Effect Monster,Dragon,2400,1000,6,FIRE,Dracotail
"Draghig, Malebranche of the Burning Abyss",Effect Monster,Fiend,1100,900,3,DARK,Burning Abyss
"Dragodies, the Empowered Warrior",Pendulum Effect Monster,Warrior,1500,1500,4,LIGHT,Empowered Warrior
Dragolithia Kunzite,Effect Monster,Dragon,0,0,8,EARTH,Gem Dragon
Dragon Buster Destruction Sword,Tuner Monster,Dragon,400,300,1,DARK,Destruction Sword
Dragon Master Knight,Fusion Monster,Dragon,5000,5000,12,LIGHT,Blue-Eyes
Dragon Master Lords,XYZ Monster,Dragon,5000,5000,12,DARK,25th Anniversary Monsters
Dragon Mastery,Spell Card,Continuous,-1,-1,0,NONE,Dragunity
Dragon Ravine,Spell Card,Field,-1,-1,0,NONE,Dragunity
Dragon Spirit of White,Effect Monster,Dragon,2500,2000,8,LIGHT,Blue-Eyes
Dragon's Light and Darkness,Spell Card,Quick-Play,-1,-1,0,NONE,Light and Darkness Dragon
Dragoncaller Magician,Pendulum Effect Monster,Spellcaster,2400,1000,7,DARK,Magician
Dragonic Diagram,Spell Card,Field,-1,-1,0,NONE,True Draco
Dragonic Pendulum,Spell Card,Field,-1,-1,0,NONE,Pendulum
Dragonic Warrior,Effect Monster,Dragon,1500,1000,4,FIRE,Warrior
Dragonmaid Cehrmba,Effect Monster,Dragon,2800,1800,9,DARK,Dragonmaid
Dragonmaid Changeover,Spell Card,Normal,-1,-1,0,NONE,Dragonmaid
Dragonmaid Downtime,Trap Card,Continuous,-1,-1,0,NONE,Dragonmaid
Dragonmaid Ernus,Effect Monster,Dragon,2600,1600,7,EARTH,Dragonmaid
Dragonmaid Hospitality,Spell Card,Normal,-1,-1,0,NONE,Dragonmaid
Dragonmaid Lorpar,Effect Monster,Dragon,2700,1700,8,WIND,Dragonmaid
Dragonmaid Nudyarl,Effect Monster,Dragon,2600,1600,7,WATER,Dragonmaid
Dragonmaid Send-Off,Spell Card,Quick-Play,-1,-1,0,NONE,Dragonmaid
Dragonmaid Sheou,Fusion Monster,Dragon,3500,2000,10,LIGHT,Dragonmaid
Dragonmaid Tidying,Trap Card,Normal,-1,-1,0,NONE,Dragonmaid
Dragonmaid Tinkhec,Effect Monster,Dragon,2700,1700,8,FIRE,Dragonmaid
Dragonmaid Welcome,Spell Card,Continuous,-1,-1,0,NONE,Dragonmaid
"Dragonox, the Empowered Warrior",Pendulum Effect Monster,Warrior,1500,1500,4,DARK,Empowered Warrior
Dragonpit Magician,Pendulum Normal Monster,Spellcaster,900,2700,7,WATER,Magician
Dragonpulse Magician,Pendulum Normal Monster,Spellcaster,1800,900,4,EARTH,Magician
Dragonroid,Effect Monster,Machine,2900,1000,8,WIND,roid
Dragoons of Draconia,Pendulum Normal Monster,Beast-Warrior,1800,200,4,FIRE,Draconia
Dragunity Aklys,Tuner Monster,Dragon,1000,800,2,WIND,Dragunity
Dragunity Angusticlavii,Effect Monster,Winged Beast,2100,1000,5,WIND,Dragunity
Dragunity Arma Gram,Effect Monster,Dragon,2900,2200,10,WIND,Dragunity
Dragunity Arma Leyvaten,Effect Monster,Dragon,2600,1200,8,WIND,Dragunity
Dragunity Arma Mystletainn,Effect Monster,Dragon,2100,1500,6,WIND,Dragunity
Dragunity Brandistock,Tuner Monster,Dragon,600,400,1,WIND,Dragunity
Dragunity Corsesca,Tuner Monster,Dragon,800,700,1,WIND,Dragunity
Dragunity Couse,Tuner Monster,Dragon,1000,200,2,WIND,Dragunity
Dragunity Darkspear,Tuner Monster,Dragon,1000,1000,3,WIND,Dragunity
Dragunity Divine Lance,Spell Card,Equip,-1,-1,0,NONE,Dragunity
Dragunity Divine Wind,Spell Card,Field,-1,-1,0,NONE,Dragunity
Dragunity Draft,Spell Card,Continuous,-1,-1,0,NONE,Dragunity
Dragunity Dux,Effect Monster,Winged Beast,1500,1000,4,WIND,Dragunity
Dragunity Falchion,Tuner Monster,Dragon,1300,1200,2,WIND,Dragunity
Dragunity Glow,Spell Card,Normal,-1,-1,0,NONE,Dragunity
Dragunity Guisarme,Tuner Monster,Dragon,600,1600,3,WIND,Dragunity
Dragunity Javelin,Tuner Monster,Dragon,1200,800,2,WIND,Dragunity
Dragunity Knight - Areadbhair,Synchro Monster,Dragon,3300,3200,10,WIND,Dragunity
Dragunity Knight - Areus,Synchro Monster,Dragon,2900,2500,8,WIND,Dragunity
Dragunity Knight - Ascalon,Synchro Monster,Dragon,3300,3200,10,WIND,Dragunity
Dragunity Knight - Barcha,Synchro Monster,Dragon,2000,1200,8,WIND,Dragunity
Dragunity Knight - Gae Bulg,Synchro Monster,Dragon,2000,1100,6,WIND,Dragunity
Dragunity Knight - Gae Dearg,Synchro Monster,Dragon,2400,800,6,WIND,Dragunity
Dragunity Knight - Gormfaobhar,Synchro Monster,Dragon,2600,2300,7,WIND,Dragunity
Dragunity Knight - Luin,Synchro Tuner Monster,Dragon,1200,1900,6,WIND,Dragunity
Dragunity Knight - Romulus,Link Monster,Dragon,1200,-1,0,WIND,Dragunity
Dragunity Knight - Trident,Synchro Monster,Dragon,2400,1700,7,WIND,Dragunity
Dragunity Knight - Vajrayana,Synchro Monster,Dragon,1900,1200,6,WIND,Dragunity
Dragunity Legatus,Effect Monster,Winged Beast,1800,1200,4,WIND,Dragunity
Dragunity Legion,Trap Card,Normal,-1,-1,0,NONE,Dragunity
Dragunity Legionnaire,Effect Monster,Winged Beast,1200,800,3,WIND,Dragunity
Dragunity Lord - Georgius,Link Monster,Dragon,2400,-1,0,WIND,Dragunity
Dragunity Militum,Effect Monster,Winged Beast,1700,1200,4,WIND,Dragunity
Dragunity Oubliette,Trap Card,Counter,-1,-1,0,NONE,Dragunity
Dragunity Partisan,Tuner Monster,Dragon,1200,800,2,WIND,Dragunity
Dragunity Phalanx,Tuner Monster,Dragon,500,1100,2,WIND,Dragunity
Dragunity Pilum,Tuner Monster,Dragon,1400,1000,3,WIND,Dragunity
Dragunity Primus Pilus,Effect Monster,Winged Beast,2200,1600,5,WIND,Dragunity
Dragunity Quirinus,Effect Monster,Winged Beast,1200,1200,4,WIND,Dragunity
Dragunity Remus,Tuner Monster,Dragon,800,800,2,WIND,Dragunity
Dragunity Senatus,Effect Monster,Winged Beast,1800,600,4,WIND,Dragunity
Dragunity Tribus,Effect Monster,Winged Beast,500,300,1,WIND,Dragunity
Dragunity Whirlwind,Spell Card,Quick-Play,-1,-1,0,NONE,Dragunity
Drake Shark,Effect Monster,Fish,1400,1050,4,WATER,Shark
Dramatic Rescue,Trap Card,Normal,-1,-1,0,NONE,Amazoness
Dramatic Snake-Eye Chase,Spell Card,Quick-Play,-1,-1,0,NONE,Snake-Eye
Dramaturge of Despia,Effect Monster,Fairy,3000,1500,8,DARK,Despia
Dream Mirror Fantasy,Trap Card,Normal,-1,-1,0,NONE,Dream Mirror
Dream Mirror Hypnagogia,Trap Card,Normal,-1,-1,0,NONE,Dream Mirror
Dream Mirror of Chaos,Spell Card,Quick-Play,-1,-1,0,NONE,Dream Mirror
Dream Mirror of Joy,Spell Card,Field,-1,-1,0,NONE,Dream Mirror
Dream Mirror of Terror,Spell Card,Field,-1,-1,0,NONE,Dream Mirror
Dream Mirror Oneiromancy,Trap Card,Counter,-1,-1,0,NONE,Dream Mirror
Dream Mirror Phantasms,Spell Card,Continuous,-1,-1,0,NONE,Dream Mirror
Dream Mirror Recap,Trap Card,Continuous,-1,-1,0,NONE,Dream Mirror
Dream Shark,Effect Monster,Fish,0,2600,5,WATER,Shark
Dream Tower of Princess Nemleria,Spell Card,Continuous,-1,-1,0,NONE,Nemurelia
Dreaming Nemleria,Pendulum Effect Monster,Fairy,0,1500,1,LIGHT,Nemleria
"Dreaming Reality of Nemleria, Realized",Effect Monster,Fairy,1500,3000,10,LIGHT,Nemleria
"Dreiath III, the True Dracocavalry General",Effect Monster,Wyrm,2100,2800,6,EARTH,True Draco
Dried Winds,Trap Card,Continuous,-1,-1,0,NONE,Aroma
Drill Armed Dragon,Effect Monster,Dragon,1100,400,3,WIND,Armed Dragon
Drill Bug,Effect Monster,Insect,1100,200,2,EARTH,Parasite
Drill Synchron,Tuner Monster,Machine,800,300,3,EARTH,Synchron
Drillroid,Effect Monster,Machine,1600,1600,4,EARTH,Roid
Drytron Alpha Thuban,Effect Monster,Machine,2000,0,1,LIGHT,Drytron
Drytron Asterism,Spell Card,Quick-Play,-1,-1,0,NONE,Drytron
Drytron Beta Rastaban,Effect Monster,Machine,2000,0,1,LIGHT,Drytron
Drytron Delta Altais,Effect Monster,Machine,2000,0,1,LIGHT,Drytron
Drytron Eclipse,Spell Card,Normal,-1,-1,0,NONE,Drytron
Drytron Fafnir,Spell Card,Field,-1,-1,0,NONE,Drytron
Drytron Gamma Eltanin,Effect Monster,Machine,2000,0,1,LIGHT,Drytron
Drytron Meteonis DA Draconids,Ritual Effect Monster,Machine,5000,5000,12,LIGHT,Drytron
Drytron Meteonis Draconids,Ritual Effect Monster,Machine,4000,4000,12,LIGHT,Drytron
Drytron Meteonis Quadrantids,Ritual Effect Monster,Machine,4000,4000,12,LIGHT,Drytron
Drytron Meteor Shower,Trap Card,Counter,-1,-1,0,NONE,Drytron
Drytron Mu Beta Fafnir,XYZ Monster,Machine,2000,0,1,LIGHT,Drytron
Drytron Nova,Spell Card,Normal,-1,-1,0,NONE,Drytron
Drytron Nu II,Effect Monster,Machine,2000,0,1,LIGHT,Drytron
Drytron Zeta Aldhibah,Effect Monster,Machine,2000,0,1,LIGHT,Drytron
Dual Avatar - Empowered Kon-Gyo,Fusion Monster,Warrior,3000,1700,8,LIGHT,Dual Avatar
Dual Avatar - Empowered Mitsu-Jaku,Fusion Monster,Warrior,2000,3000,7,LIGHT,Dual Avatar
Dual Avatar - Manifested A-Un,Fusion Monster,Warrior,0,0,4,LIGHT,Dual Avatar
Dual Avatar Ascendance,Trap Card,Normal,-1,-1,0,NONE,Dual Avatar
Dual Avatar Compact,Trap Card,Normal,-1,-1,0,NONE,Dual Avatar
